nom;prenom;date naissance;email;tel portable; tel fixe;num permis;taux de remise;adresse;adresse1;adresse2;raisonSo;SIRET;nomC societe;id client civ;id client type permis;id client ville cp;
Lombard ;Lutécia ;1998-04-29;lutecialombard@laposte.fr ;06 77 73 09 49 ;05 74 25 07 49;450907766698;null;43 Rue de l''Abbé-Groult ;null;null;null;null;null;3;1;4491;"INSERT INTO client (nom_client, prenom_client, dateN_client, email_client, tel_client, num_permis, taux_remise, add_facturation, add1_client, add2_client, raisonS_societe, siret_societe, nomC_societe, id_client_civ, id_client_type_permis, id_client_villecp) VALUES ('Lombard ', 'Lutécia ', '1998-04-29', 'lutecialombard@laposte.fr ', '06 77 73 09 49 ', '450907766698', null, '43 Rue de l''Abbé-Groult ', null, null, null, null, null, 3, 1, 4491);"
Moreno ;Candice ;1957-09-17;candicemoreno@laposte.fr ;06 11 42 18 64 ;02 68 73 76 20;900502604209;null;226 Rue Achille-Luchaire ;null;null;null;null;null;3;2;2628;"INSERT INTO client (nom_client, prenom_client, dateN_client, email_client, tel_client, num_permis, taux_remise, add_facturation, add1_client, add2_client, raisonS_societe, siret_societe, nomC_societe, id_client_civ, id_client_type_permis, id_client_villecp) VALUES ('Moreno ', 'Candice ', '1957-09-17', 'candicemoreno@laposte.fr ', '06 11 42 18 64 ', '900502604209', null, '226 Rue Achille-Luchaire ', null, null, null, null, null, 3, 2, 2628);"
Besnard ;Tristan ;1954-11-03;tristanbesnard@laposte.fr ;06 35 68 33 54 ;03 85 63 06 46;700701131644;null;183 Rue Guyton-de-Morveau ;null;null;'Photospace’;258 420 199 6994;Gilbert Marine;2;1;12437;"INSERT INTO client (nom_client, prenom_client, dateN_client, email_client, tel_client, num_permis, taux_remise, add_facturation, add1_client, add2_client, raisonS_societe, siret_societe, nomC_societe, id_client_civ, id_client_type_permis, id_client_villecp) VALUES ('Besnard ', 'Tristan ', '1954-11-03', 'tristanbesnard@laposte.fr ', '06 35 68 33 54 ', '700701131644', null, '183 Rue Guyton-de-Morveau ', null, null, 'Photospace’, 258 420 199 6994, Gilbert Marine, 2, 1, 12437);"
Poirier ;Candice ;1990-05-20;candicepoirier@laposte.fr ;06 94 93 64 91 ;01 20 33 89 85;440704275670;1.15;247 Rue de Capri ;null;null;null;null;null;3;3;17948;"INSERT INTO client (nom_client, prenom_client, dateN_client, email_client, tel_client, num_permis, taux_remise, add_facturation, add1_client, add2_client, raisonS_societe, siret_societe, nomC_societe, id_client_civ, id_client_type_permis, id_client_villecp) VALUES ('Poirier ', 'Candice ', '1990-05-20', 'candicepoirier@laposte.fr ', '06 94 93 64 91 ', '440704275670', 1.15, '247 Rue de Capri ', null, null, null, null, null, 3, 3, 17948);"
Maillet ;Yanis ;1953-08-10;yanismaillet@laposte.fr ;06 17 13 86 37 ;05 51 63 28 03;620408440123;null;136 Passage Dubois ;null;null;null;null;null;1;2;29034;"INSERT INTO client (nom_client, prenom_client, dateN_client, email_client, tel_client, num_permis, taux_remise, add_facturation, add1_client, add2_client, raisonS_societe, siret_societe, nomC_societe, id_client_civ, id_client_type_permis, id_client_villecp) VALUES ('Maillet ', 'Yanis ', '1953-08-10', 'yanismaillet@laposte.fr ', '06 17 13 86 37 ', '620408440123', null, '136 Passage Dubois ', null, null, null, null, null, 1, 2, 29034);"
Ferry ;Colin ;1957-04-02;colinferry@laposte.fr ;06 38 00 36 99 ;04 73 84 30 04;920402051907;null;236 Quai d''Ivry ;null;null;null;null;null;1;2;34068;"INSERT INTO client (nom_client, prenom_client, dateN_client, email_client, tel_client, num_permis, taux_remise, add_facturation, add1_client, add2_client, raisonS_societe, siret_societe, nomC_societe, id_client_civ, id_client_type_permis, id_client_villecp) VALUES ('Ferry ', 'Colin ', '1957-04-02', 'colinferry@laposte.fr ', '06 38 00 36 99 ', '920402051907', null, '236 Quai d''Ivry ', null, null, null, null, null, 1, 2, 34068);"
Jacques ;Agathe ;1985-05-25;agathejacques@laposte.fr ;06 44 93 10 38 ;04 09 06 82 65;130701903696;null;195 Rue François-Coppée ;null;null;null;null;null;3;2;9179;"INSERT INTO client (nom_client, prenom_client, dateN_client, email_client, tel_client, num_permis, taux_remise, add_facturation, add1_client, add2_client, raisonS_societe, siret_societe, nomC_societe, id_client_civ, id_client_type_permis, id_client_villecp) VALUES ('Jacques ', 'Agathe ', '1985-05-25', 'agathejacques@laposte.fr ', '06 44 93 10 38 ', '130701903696', null, '195 Rue François-Coppée ', null, null, null, null, null, 3, 2, 9179);"
Delorme ;Gaspard ;1981-01-18;gasparddelorme@laposte.fr ;06 02 69 58 73 ;02 99 68 92 13;420403431614;null;147 Passage Driancourt ;null;null;null;null;null;2;2;30465;"INSERT INTO client (nom_client, prenom_client, dateN_client, email_client, tel_client, num_permis, taux_remise, add_facturation, add1_client, add2_client, raisonS_societe, siret_societe, nomC_societe, id_client_civ, id_client_type_permis, id_client_villecp) VALUES ('Delorme ', 'Gaspard ', '1981-01-18', 'gasparddelorme@laposte.fr ', '06 02 69 58 73 ', '420403431614', null, '147 Passage Driancourt ', null, null, null, null, null, 2, 2, 30465);"
Benard ;Ambre ;1991-06-16;ambrebenard@teledisnet.be ;06 44 92 09 89 ;05 97 52 05 88;520700101745;null;266 Impasse Canart ;null;null;'Eabox’;'336 518 243 7612’;null;2;3;32151;"INSERT INTO client (nom_client, prenom_client, dateN_client, email_client, tel_client, num_permis, taux_remise, add_facturation, add1_client, add2_client, raisonS_societe, siret_societe, nomC_societe, id_client_civ, id_client_type_permis, id_client_villecp) VALUES ('Benard ', 'Ambre ', '1991-06-16', 'ambrebenard@teledisnet.be ', '06 44 92 09 89 ', '520700101745', null, '266 Impasse Canart ', null, null, 'Eabox’, '336 518 243 7612’, null, 2, 3, 32151);"
Sabatier ;Maelys ;1966-01-19;maelyssabatier@teledisnet.be ;06 76 51 70 07 ;04 71 41 13 72;370207104994;null;58 Rue de Galliera ;null;null;null;null;null;2;2;15874;"INSERT INTO client (nom_client, prenom_client, dateN_client, email_client, tel_client, num_permis, taux_remise, add_facturation, add1_client, add2_client, raisonS_societe, siret_societe, nomC_societe, id_client_civ, id_client_type_permis, id_client_villecp) VALUES ('Sabatier ', 'Maelys ', '1966-01-19', 'maelyssabatier@teledisnet.be ', '06 76 51 70 07 ', '370207104994', null, '58 Rue de Galliera ', null, null, null, null, null, 2, 2, 15874);"
Lemaitre ;Théo ;1975-09-04;theolemaitre@teledisnet.be ;06 84 41 65 24 ;04 14 57 49 39;480707370449;null;293 Passage Guilhem ;null;null;null;null;null;2;2;28865;"INSERT INTO client (nom_client, prenom_client, dateN_client, email_client, tel_client, num_permis, taux_remise, add_facturation, add1_client, add2_client, raisonS_societe, siret_societe, nomC_societe, id_client_civ, id_client_type_permis, id_client_villecp) VALUES ('Lemaitre ', 'Théo ', '1975-09-04', 'theolemaitre@teledisnet.be ', '06 84 41 65 24 ', '480707370449', null, '293 Passage Guilhem ', null, null, null, null, null, 2, 2, 28865);"
Fournier ;Noë ;1972-05-11;noefournier@teledisnet.be ;06 57 11 98 30 ;01 31 79 98 61;720104020094;null;206 Rue Jacques-Mawas ;null;null;null;null;null;1;2;20751;"INSERT INTO client (nom_client, prenom_client, dateN_client, email_client, tel_client, num_permis, taux_remise, add_facturation, add1_client, add2_client, raisonS_societe, siret_societe, nomC_societe, id_client_civ, id_client_type_permis, id_client_villecp) VALUES ('Fournier ', 'Noë ', '1972-05-11', 'noefournier@teledisnet.be ', '06 57 11 98 30 ', '720104020094', null, '206 Rue Jacques-Mawas ', null, null, null, null, null, 1, 2, 20751);"
Dufour ;Eva ;1988-08-21;evadufour@cegetel.net ;06 48 08 06 95 ;03 60 82 61 35;420803942332;null;171 Rue Halévy ;null;null;'Realbridge’;'333 037 010 9111’;'Blin Julia’;1;3;33635;"INSERT INTO client (nom_client, prenom_client, dateN_client, email_client, tel_client, num_permis, taux_remise, add_facturation, add1_client, add2_client, raisonS_societe, siret_societe, nomC_societe, id_client_civ, id_client_type_permis, id_client_villecp) VALUES ('Dufour ', 'Eva ', '1988-08-21', 'evadufour@cegetel.net ', '06 48 08 06 95 ', '420803942332', null, '171 Rue Halévy ', null, null, 'Realbridge’, '333 037 010 9111’, 'Blin Julia’, 1, 3, 33635);"
Blanchard ;Arthur ;1991-12-03;arthurblanchard@cegetel.net ;06 85 38 18 18 ;02 69 03 42 48;810400146214;null;111 Rue des Iris ;null;null;'Jaloo’;'744 481 402 4976’;'Duhamel Bruno’;3;2;717;"INSERT INTO client (nom_client, prenom_client, dateN_client, email_client, tel_client, num_permis, taux_remise, add_facturation, add1_client, add2_client, raisonS_societe, siret_societe, nomC_societe, id_client_civ, id_client_type_permis, id_client_villecp) VALUES ('Blanchard ', 'Arthur ', '1991-12-03', 'arthurblanchard@cegetel.net ', '06 85 38 18 18 ', '810400146214', null, '111 Rue des Iris ', null, null, 'Jaloo’, '744 481 402 4976’, 'Duhamel Bruno’, 3, 2, 717);"
Renaud ;Victor ;1959-08-20;victorrenaud@cegetel.net ;06 89 15 87 42 ;03 20 03 14 05;700501010920;null;155 Passage du Champ-à-Loup ;null;null;null;null;null;3;1;1629;"INSERT INTO client (nom_client, prenom_client, dateN_client, email_client, tel_client, num_permis, taux_remise, add_facturation, add1_client, add2_client, raisonS_societe, siret_societe, nomC_societe, id_client_civ, id_client_type_permis, id_client_villecp) VALUES ('Renaud ', 'Victor ', '1959-08-20', 'victorrenaud@cegetel.net ', '06 89 15 87 42 ', '700501010920', null, '155 Passage du Champ-à-Loup ', null, null, null, null, null, 3, 1, 1629);"
Jolivet ;Esteban ;1990-09-02;estebanjolivet@cegetel.net ;06 83 92 59 83 ;01 08 60 58 61;920103465343;null;4 Rue Édouard-Pailleron ;null;null;'Oba’;'828 710 384 3075’;'Valentin Candice’;3;2;3119;"INSERT INTO client (nom_client, prenom_client, dateN_client, email_client, tel_client, num_permis, taux_remise, add_facturation, add1_client, add2_client, raisonS_societe, siret_societe, nomC_societe, id_client_civ, id_client_type_permis, id_client_villecp) VALUES ('Jolivet ', 'Esteban ', '1990-09-02', 'estebanjolivet@cegetel.net ', '06 83 92 59 83 ', '920103465343', null, '4 Rue Édouard-Pailleron ', null, null, 'Oba’, '828 710 384 3075’, 'Valentin Candice’, 3, 2, 3119);"
Le guen ;Clément ;1972-04-12;clementle.guen@cegetel.net ;06 50 39 09 55 ;01 22 55 94 05;390907522229;1.09;37 Rue du Départ ;null;null;null;null;null;2;1;13418;"INSERT INTO client (nom_client, prenom_client, dateN_client, email_client, tel_client, num_permis, taux_remise, add_facturation, add1_client, add2_client, raisonS_societe, siret_societe, nomC_societe, id_client_civ, id_client_type_permis, id_client_villecp) VALUES ('Le guen ', 'Clément ', '1972-04-12', 'clementle.guen@cegetel.net ', '06 50 39 09 55 ', '390907522229', 1.09, '37 Rue du Départ ', null, null, null, null, null, 2, 1, 13418);"
Flament ;Françoise ;1962-05-09;francoiseflament@cegetel.net ;06 78 37 51 57 ;05 77 31 34 79;540307020720;null;252 Passage Dareau ;null;null;null;null;null;3;3;28745;"INSERT INTO client (nom_client, prenom_client, dateN_client, email_client, tel_client, num_permis, taux_remise, add_facturation, add1_client, add2_client, raisonS_societe, siret_societe, nomC_societe, id_client_civ, id_client_type_permis, id_client_villecp) VALUES ('Flament ', 'Françoise ', '1962-05-09', 'francoiseflament@cegetel.net ', '06 78 37 51 57 ', '540307020720', null, '252 Passage Dareau ', null, null, null, null, null, 3, 3, 28745);"
Legendre ;Élise ;1975-01-07;eliselegendre@cegetel.net ;06 80 27 65 76 ;01 10 46 01 93;910208912387;null;299 Avenue Caffieri ;null;null;null;null;null;2;1;15685;"INSERT INTO client (nom_client, prenom_client, dateN_client, email_client, tel_client, num_permis, taux_remise, add_facturation, add1_client, add2_client, raisonS_societe, siret_societe, nomC_societe, id_client_civ, id_client_type_permis, id_client_villecp) VALUES ('Legendre ', 'Élise ', '1975-01-07', 'eliselegendre@cegetel.net ', '06 80 27 65 76 ', '910208912387', null, '299 Avenue Caffieri ', null, null, null, null, null, 2, 1, 15685);"
Paris ;Katell ;1977-09-16;katellparis@cegetel.net ;06 46 78 25 09 ;05 70 20 63 73;610902563751;null;274 Villa Castel ;null;null;null;null;null;3;2;13442;"INSERT INTO client (nom_client, prenom_client, dateN_client, email_client, tel_client, num_permis, taux_remise, add_facturation, add1_client, add2_client, raisonS_societe, siret_societe, nomC_societe, id_client_civ, id_client_type_permis, id_client_villecp) VALUES ('Paris ', 'Katell ', '1977-09-16', 'katellparis@cegetel.net ', '06 46 78 25 09 ', '610902563751', null, '274 Villa Castel ', null, null, null, null, null, 3, 2, 13442);"
Carre ;Solene ;1962-11-01;solenecarre@cegetel.net ;06 90 89 27 52 ;05 82 89 10 39;150903174814;null;300 Rue Firmin-Gillot ;null;null;null;null;null;2;3;5293;"INSERT INTO client (nom_client, prenom_client, dateN_client, email_client, tel_client, num_permis, taux_remise, add_facturation, add1_client, add2_client, raisonS_societe, siret_societe, nomC_societe, id_client_civ, id_client_type_permis, id_client_villecp) VALUES ('Carre ', 'Solene ', '1962-11-01', 'solenecarre@cegetel.net ', '06 90 89 27 52 ', '150903174814', null, '300 Rue Firmin-Gillot ', null, null, null, null, null, 2, 3, 5293);"
Potier ;Robin ;1998-09-25;robinpotier@cegetel.net ;06 37 47 26 65 ;01 64 21 14 50;600607446578;null;64 Rue de Guébriant ;null;null;null;null;null;2;1;27278;"INSERT INTO client (nom_client, prenom_client, dateN_client, email_client, tel_client, num_permis, taux_remise, add_facturation, add1_client, add2_client, raisonS_societe, siret_societe, nomC_societe, id_client_civ, id_client_type_permis, id_client_villecp) VALUES ('Potier ', 'Robin ', '1998-09-25', 'robinpotier@cegetel.net ', '06 37 47 26 65 ', '600607446578', null, '64 Rue de Guébriant ', null, null, null, null, null, 2, 1, 27278);"
Camus ;Paul ;1975-01-11;paulcamus@cegetel.net ;06 89 19 39 19 ;05 76 72 75 50;030701422464;null;258 Rue de Dunkerque ;null;null;null;null;null;3;1;28290;"INSERT INTO client (nom_client, prenom_client, dateN_client, email_client, tel_client, num_permis, taux_remise, add_facturation, add1_client, add2_client, raisonS_societe, siret_societe, nomC_societe, id_client_civ, id_client_type_permis, id_client_villecp) VALUES ('Camus ', 'Paul ', '1975-01-11', 'paulcamus@cegetel.net ', '06 89 19 39 19 ', '30701422464', null, '258 Rue de Dunkerque ', null, null, null, null, null, 3, 1, 28290);"
Fournier ;Célia ;1993-04-05;celiafournier@cegetel.net ;06 62 89 95 32 ;04 49 61 63 72;810806624378;null;84 Impasse des Deux-Anges ;null;null;'Myworks’;'863 025 707 0367’;null;1;2;24022;"INSERT INTO client (nom_client, prenom_client, dateN_client, email_client, tel_client, num_permis, taux_remise, add_facturation, add1_client, add2_client, raisonS_societe, siret_societe, nomC_societe, id_client_civ, id_client_type_permis, id_client_villecp) VALUES ('Fournier ', 'Célia ', '1993-04-05', 'celiafournier@cegetel.net ', '06 62 89 95 32 ', '810806624378', null, '84 Impasse des Deux-Anges ', null, null, 'Myworks’, '863 025 707 0367’, null, 1, 2, 24022);"
Bonnin ;Cloé ;1986-05-19;cloebonnin@cegetel.net ;06 94 20 05 96 ;04 04 89 67 40;300002231166;null;287 Rue Bassompierre ;null;null;'Voonte’;'671 898 473 7076’;null;1;1;33877;"INSERT INTO client (nom_client, prenom_client, dateN_client, email_client, tel_client, num_permis, taux_remise, add_facturation, add1_client, add2_client, raisonS_societe, siret_societe, nomC_societe, id_client_civ, id_client_type_permis, id_client_villecp) VALUES ('Bonnin ', 'Cloé ', '1986-05-19', 'cloebonnin@cegetel.net ', '06 94 20 05 96 ', '300002231166', null, '287 Rue Bassompierre ', null, null, 'Voonte’, '671 898 473 7076’, null, 1, 1, 33877);"
Benoist ;Carla ;1950-10-18;carlabenoist@cegetel.net ;06 78 64 22 12 ;01 42 27 55 65;570805141504;null;272 Rue de Dijon ;null;null;null;null;null;3;1;14673;"INSERT INTO client (nom_client, prenom_client, dateN_client, email_client, tel_client, num_permis, taux_remise, add_facturation, add1_client, add2_client, raisonS_societe, siret_societe, nomC_societe, id_client_civ, id_client_type_permis, id_client_villecp) VALUES ('Benoist ', 'Carla ', '1950-10-18', 'carlabenoist@cegetel.net ', '06 78 64 22 12 ', '570805141504', null, '272 Rue de Dijon ', null, null, null, null, null, 3, 1, 14673);"
Brunel ;Fanny ;1970-04-03;fannybrunel@cegetel.net ;06 77 95 35 67 ;04 19 00 10 33;710808343068;null;64 Rue Erik-Satie ;null;null;null;null;null;2;1;13332;"INSERT INTO client (nom_client, prenom_client, dateN_client, email_client, tel_client, num_permis, taux_remise, add_facturation, add1_client, add2_client, raisonS_societe, siret_societe, nomC_societe, id_client_civ, id_client_type_permis, id_client_villecp) VALUES ('Brunel ', 'Fanny ', '1970-04-03', 'fannybrunel@cegetel.net ', '06 77 95 35 67 ', '710808343068', null, '64 Rue Erik-Satie ', null, null, null, null, null, 2, 1, 13332);"
Briand ;Félix ;1956-12-25;felixbriand@cegetel.net ;06 11 44 38 62 ;05 38 54 29 01;850101622444;null;4 Passage Dubois ;null;null;null;null;null;3;1;8695;"INSERT INTO client (nom_client, prenom_client, dateN_client, email_client, tel_client, num_permis, taux_remise, add_facturation, add1_client, add2_client, raisonS_societe, siret_societe, nomC_societe, id_client_civ, id_client_type_permis, id_client_villecp) VALUES ('Briand ', 'Félix ', '1956-12-25', 'felixbriand@cegetel.net ', '06 11 44 38 62 ', '850101622444', null, '4 Passage Dubois ', null, null, null, null, null, 3, 1, 8695);"
Albert ;Thibault ;1977-04-10;thibaultalbert@orange.fr ;06 76 31 29 30 ;03 66 11 71 47;230403104662;null;168 Rue des Dardanelles ;null;null;null;null;null;3;1;16316;"INSERT INTO client (nom_client, prenom_client, dateN_client, email_client, tel_client, num_permis, taux_remise, add_facturation, add1_client, add2_client, raisonS_societe, siret_societe, nomC_societe, id_client_civ, id_client_type_permis, id_client_villecp) VALUES ('Albert ', 'Thibault ', '1977-04-10', 'thibaultalbert@orange.fr ', '06 76 31 29 30 ', '230403104662', null, '168 Rue des Dardanelles ', null, null, null, null, null, 3, 1, 16316);"
Charrier ;Eva ;1991-04-04;evacharrier@orange.fr ;06 69 70 87 70 ;03 47 21 75 27;150909524105;null;262 Rue Émile-Richard ;null;null;null;null;null;2;2;3406;"INSERT INTO client (nom_client, prenom_client, dateN_client, email_client, tel_client, num_permis, taux_remise, add_facturation, add1_client, add2_client, raisonS_societe, siret_societe, nomC_societe, id_client_civ, id_client_type_permis, id_client_villecp) VALUES ('Charrier ', 'Eva ', '1991-04-04', 'evacharrier@orange.fr ', '06 69 70 87 70 ', '150909524105', null, '262 Rue Émile-Richard ', null, null, null, null, null, 2, 2, 3406);"
Bataille ;Timéo ;1951-07-15;timeobataille@orange.fr ;06 61 14 10 20 ;04 93 14 37 66;160907816642;null;198 Avenue Émile-et-Armand-Massar ;null;null;'Brainlounge’;'734 754 265 3851’;Castel Robin’;2;1;21212;"INSERT INTO client (nom_client, prenom_client, dateN_client, email_client, tel_client, num_permis, taux_remise, add_facturation, add1_client, add2_client, raisonS_societe, siret_societe, nomC_societe, id_client_civ, id_client_type_permis, id_client_villecp) VALUES ('Bataille ', 'Timéo ', '1951-07-15', 'timeobataille@orange.fr ', '06 61 14 10 20 ', '160907816642', null, '198 Avenue Émile-et-Armand-Massar ', null, null, 'Brainlounge’, '734 754 265 3851’, Castel Robin’, 2, 1, 21212);"
Jung ;Adrian ;1997-01-02;adrianjung@orange.fr ;06 85 99 01 16 ;04 00 15 03 88;190802206753;null;55 Rue Émile-Levassor ;null;null;'Minyx’;'844 716 508 7535’;null;2;3;32575;"INSERT INTO client (nom_client, prenom_client, dateN_client, email_client, tel_client, num_permis, taux_remise, add_facturation, add1_client, add2_client, raisonS_societe, siret_societe, nomC_societe, id_client_civ, id_client_type_permis, id_client_villecp) VALUES ('Jung ', 'Adrian ', '1997-01-02', 'adrianjung@orange.fr ', '06 85 99 01 16 ', '190802206753', null, '55 Rue Émile-Levassor ', null, null, 'Minyx’, '844 716 508 7535’, null, 2, 3, 32575);"
Roux ;Alexandra ;1991-01-19;alexandraroux@orange.fr ;06 13 99 20 67 ;02 98 66 27 71;280805364632;null;300 Rue Geoffroy-Marie ;null;null;null;null;null;1;2;33866;"INSERT INTO client (nom_client, prenom_client, dateN_client, email_client, tel_client, num_permis, taux_remise, add_facturation, add1_client, add2_client, raisonS_societe, siret_societe, nomC_societe, id_client_civ, id_client_type_permis, id_client_villecp) VALUES ('Roux ', 'Alexandra ', '1991-01-19', 'alexandraroux@orange.fr ', '06 13 99 20 67 ', '280805364632', null, '300 Rue Geoffroy-Marie ', null, null, null, null, null, 1, 2, 33866);"
Leclercq ;Gaspard ;1951-12-22;gaspardleclercq@orange.fr ;06 13 08 50 01 ;03 50 68 89 72;650307312263;null;233 Avenue Gambetta ;null;null;'Youbridge’;'050 598 620 1704’;'Dubreuil Lola’;1;2;21769;"INSERT INTO client (nom_client, prenom_client, dateN_client, email_client, tel_client, num_permis, taux_remise, add_facturation, add1_client, add2_client, raisonS_societe, siret_societe, nomC_societe, id_client_civ, id_client_type_permis, id_client_villecp) VALUES ('Leclercq ', 'Gaspard ', '1951-12-22', 'gaspardleclercq@orange.fr ', '06 13 08 50 01 ', '650307312263', null, '233 Avenue Gambetta ', null, null, 'Youbridge’, '050 598 620 1704’, 'Dubreuil Lola’, 1, 2, 21769);"
Seguin ;Maxime ;1972-05-28;maximeseguin@orange.fr ;06 92 75 99 26 ;04 73 37 34 57;540802776220;null;295 Avenue du Docteur-Lannelongue ;null;null;null;null;null;1;3;13086;"INSERT INTO client (nom_client, prenom_client, dateN_client, email_client, tel_client, num_permis, taux_remise, add_facturation, add1_client, add2_client, raisonS_societe, siret_societe, nomC_societe, id_client_civ, id_client_type_permis, id_client_villecp) VALUES ('Seguin ', 'Maxime ', '1972-05-28', 'maximeseguin@orange.fr ', '06 92 75 99 26 ', '540802776220', null, '295 Avenue du Docteur-Lannelongue ', null, null, null, null, null, 1, 3, 13086);"
Imbert ;Colin ;1975-10-22;colinimbert@orange.fr ;06 04 18 87 84 ;04 95 88 55 68;670306243071;null;21 Rue du Docteur-Heulin ;null;null;'Gabtype’;'301 326 472 7069’;'Marc Nicolas’;1;2;33370;"INSERT INTO client (nom_client, prenom_client, dateN_client, email_client, tel_client, num_permis, taux_remise, add_facturation, add1_client, add2_client, raisonS_societe, siret_societe, nomC_societe, id_client_civ, id_client_type_permis, id_client_villecp) VALUES ('Imbert ', 'Colin ', '1975-10-22', 'colinimbert@orange.fr ', '06 04 18 87 84 ', '670306243071', null, '21 Rue du Docteur-Heulin ', null, null, 'Gabtype’, '301 326 472 7069’, 'Marc Nicolas’, 1, 2, 33370);"
Claude ;Clotilde ;1997-02-24;clotildeclaude@orange.fr ;06 12 45 15 99 ;04 83 83 30 51;960007850060;null;101 Rue Francis-Picabia ;null;null;null;null;null;2;3;32602;"INSERT INTO client (nom_client, prenom_client, dateN_client, email_client, tel_client, num_permis, taux_remise, add_facturation, add1_client, add2_client, raisonS_societe, siret_societe, nomC_societe, id_client_civ, id_client_type_permis, id_client_villecp) VALUES ('Claude ', 'Clotilde ', '1997-02-24', 'clotildeclaude@orange.fr ', '06 12 45 15 99 ', '960007850060', null, '101 Rue Francis-Picabia ', null, null, null, null, null, 2, 3, 32602);"
Devaux ;Lola ;1987-09-26;loladevaux@orange.fr ;06 65 65 48 45 ;02 93 61 68 81;190801601591;null;76 Rue de la Fontaine-du-But ;null;null;null;null;null;3;2;3715;"INSERT INTO client (nom_client, prenom_client, dateN_client, email_client, tel_client, num_permis, taux_remise, add_facturation, add1_client, add2_client, raisonS_societe, siret_societe, nomC_societe, id_client_civ, id_client_type_permis, id_client_villecp) VALUES ('Devaux ', 'Lola ', '1987-09-26', 'loladevaux@orange.fr ', '06 65 65 48 45 ', '190801601591', null, '76 Rue de la Fontaine-du-But ', null, null, null, null, null, 3, 2, 3715);"
Jacques ;Diego ;1964-11-25;diegojacques@orange.fr ;06 01 47 60 49 ;03 91 73 78 55;070306722310;1.19;102 Place Émile-Landrin ;null;null;null;null;null;2;1;16567;"INSERT INTO client (nom_client, prenom_client, dateN_client, email_client, tel_client, num_permis, taux_remise, add_facturation, add1_client, add2_client, raisonS_societe, siret_societe, nomC_societe, id_client_civ, id_client_type_permis, id_client_villecp) VALUES ('Jacques ', 'Diego ', '1964-11-25', 'diegojacques@orange.fr ', '06 01 47 60 49 ', '70306722310', 1.19, '102 Place Émile-Landrin ', null, null, null, null, null, 2, 1, 16567);"
Chauvet ;Jérémy ;1981-04-30;jeremychauvet@orange.fr ;06 46 25 13 10 ;02 20 01 33 15;540209050704;null;197 Rue Gerbier ;null;null;null;null;null;1;3;33456;"INSERT INTO client (nom_client, prenom_client, dateN_client, email_client, tel_client, num_permis, taux_remise, add_facturation, add1_client, add2_client, raisonS_societe, siret_societe, nomC_societe, id_client_civ, id_client_type_permis, id_client_villecp) VALUES ('Chauvet ', 'Jérémy ', '1981-04-30', 'jeremychauvet@orange.fr ', '06 46 25 13 10 ', '540209050704', null, '197 Rue Gerbier ', null, null, null, null, null, 1, 3, 33456);"
Coste ;Clara ;1995-05-13;claracoste@orange.fr ;06 31 92 33 66 ;03 85 46 66 51;200209936826;1.04;142 Galerie Feydeau ;null;null;null;null;null;3;1;10466;"INSERT INTO client (nom_client, prenom_client, dateN_client, email_client, tel_client, num_permis, taux_remise, add_facturation, add1_client, add2_client, raisonS_societe, siret_societe, nomC_societe, id_client_civ, id_client_type_permis, id_client_villecp) VALUES ('Coste ', 'Clara ', '1995-05-13', 'claracoste@orange.fr ', '06 31 92 33 66 ', '200209936826', 1.04, '142 Galerie Feydeau ', null, null, null, null, null, 3, 1, 10466);"
Denis ;Valentin ;1996-09-28;valentindenis@orange.fr ;06 52 72 52 75 ;02 01 39 52 99;340807314596;null;2 Rue Evette ;null;null;null;null;null;1;3;29786;"INSERT INTO client (nom_client, prenom_client, dateN_client, email_client, tel_client, num_permis, taux_remise, add_facturation, add1_client, add2_client, raisonS_societe, siret_societe, nomC_societe, id_client_civ, id_client_type_permis, id_client_villecp) VALUES ('Denis ', 'Valentin ', '1996-09-28', 'valentindenis@orange.fr ', '06 52 72 52 75 ', '340807314596', null, '2 Rue Evette ', null, null, null, null, null, 1, 3, 29786);"
Martineau ;Manon ;1975-11-14;manonmartineau@orange.fr ;06 01 47 09 89 ;04 40 38 08 28;800806672045;null;43 Quai d''Issy-les-Moulineaux ;null;null;null;null;null;3;3;10251;"INSERT INTO client (nom_client, prenom_client, dateN_client, email_client, tel_client, num_permis, taux_remise, add_facturation, add1_client, add2_client, raisonS_societe, siret_societe, nomC_societe, id_client_civ, id_client_type_permis, id_client_villecp) VALUES ('Martineau ', 'Manon ', '1975-11-14', 'manonmartineau@orange.fr ', '06 01 47 09 89 ', '800806672045', null, '43 Quai d''Issy-les-Moulineaux ', null, null, null, null, null, 3, 3, 10251);"
Villain ;Louis ;1954-07-22;louisvillain@orange.fr ;06 07 01 29 04 ;05 72 86 61 16;090204772000;null;69 Allée des Eiders ;null;null;null;null;null;3;1;10585;"INSERT INTO client (nom_client, prenom_client, dateN_client, email_client, tel_client, num_permis, taux_remise, add_facturation, add1_client, add2_client, raisonS_societe, siret_societe, nomC_societe, id_client_civ, id_client_type_permis, id_client_villecp) VALUES ('Villain ', 'Louis ', '1954-07-22', 'louisvillain@orange.fr ', '06 07 01 29 04 ', '90204772000', null, '69 Allée des Eiders ', null, null, null, null, null, 3, 1, 10585);"
